,secID,ticker,secShortName,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,navChg,navChgPct,adjNavChgPct,partyID,partyShortName
852,510050.XSHG,510050,华夏上证50ETF,2018-06-29,2.501,2018-06-29,3.432,CNY,3.7257,0.057,2.3322,2.3319,26812,华夏基金
853,510050.XSHG,510050,华夏上证50ETF,2018-06-30,2.501,,3.432,CNY,3.7257,0.0,0.0,0.0,26812,华夏基金
854,510050.XSHG,510050,华夏上证50ETF,2018-07-02,2.409,2018-07-02,3.323,CNY,3.5887,-0.092,-3.6785,-3.6772,26812,华夏基金
855,510050.XSHG,510050,华夏上证50ETF,2018-07-03,2.411,2018-07-03,3.325,CNY,3.5917,0.002,0.083,0.0835,26812,华夏基金
856,510050.XSHG,510050,华夏上证50ETF,2018-07-04,2.391,2018-07-04,3.302,CNY,3.5619,-0.02,-0.8295,-0.8297,26812,华夏基金
857,510050.XSHG,510050,华夏上证50ETF,2018-07-05,2.398,2018-07-05,3.31,CNY,3.5723,0.007,0.2928,0.2919,26812,华夏基金
858,510050.XSHG,510050,华夏上证50ETF,2018-07-06,2.426,2018-07-06,3.343,CNY,3.614,0.028,1.1676,1.1673,26812,华夏基金
859,510050.XSHG,510050,华夏上证50ETF,2018-07-09,2.496,2018-07-09,3.426,CNY,3.7183,0.07,2.8854,2.8859,26812,华夏基金
860,510050.XSHG,510050,华夏上证50ETF,2018-07-10,2.496,2018-07-10,3.426,CNY,3.7183,0.0,0.0,0.0,26812,华夏基金
861,510050.XSHG,510050,华夏上证50ETF,2018-07-11,2.457,2018-07-11,3.38,CNY,3.6602,-0.039,-1.5625,-1.5626,26812,华夏基金
862,510050.XSHG,510050,华夏上证50ETF,2018-07-12,2.507,2018-07-12,3.439,CNY,3.7347,0.05,2.035,2.0354,26812,华夏基金
863,510050.XSHG,510050,华夏上证50ETF,2018-07-13,2.515,2018-07-13,3.449,CNY,3.7466,0.008,0.3191,0.3186,26812,华夏基金
864,510050.XSHG,510050,华夏上证50ETF,2018-07-16,2.491,2018-07-16,3.42,CNY,3.7108,-0.024,-0.9543,-0.9556,26812,华夏基金
865,510050.XSHG,510050,华夏上证50ETF,2018-07-17,2.478,2018-07-17,3.405,CNY,3.6915,-0.013,-0.5219,-0.5202,26812,华夏基金
866,510050.XSHG,510050,华夏上证50ETF,2018-07-18,2.469,2018-07-18,3.394,CNY,3.6781,-0.009,-0.3632,-0.363,26812,华夏基金
867,510050.XSHG,510050,华夏上证50ETF,2018-07-19,2.474,2018-07-19,3.4,CNY,3.6855,0.005,0.2025,0.2011,26812,华夏基金
868,510050.XSHG,510050,华夏上证50ETF,2018-07-20,2.543,2018-07-20,3.482,CNY,3.7883,0.069,2.789,2.7893,26812,华夏基金
869,510050.XSHG,510050,华夏上证50ETF,2018-07-23,2.575,2018-07-23,3.52,CNY,3.836,0.032,1.2584,1.2591,26812,华夏基金
870,510050.XSHG,510050,华夏上证50ETF,2018-07-24,2.612,2018-07-24,3.563,CNY,3.8911,0.037,1.4369,1.4363,26812,华夏基金
871,510050.XSHG,510050,华夏上证50ETF,2018-07-25,2.612,2018-07-25,3.563,CNY,3.8911,0.0,0.0,0.0,26812,华夏基金
872,510050.XSHG,510050,华夏上证50ETF,2018-07-26,2.579,2018-07-26,3.524,CNY,3.8419,-0.033,-1.2634,-1.2645,26812,华夏基金
873,510050.XSHG,510050,华夏上证50ETF,2018-07-27,2.574,2018-07-27,3.518,CNY,3.8345,-0.005,-0.1939,-0.1927,26812,华夏基金
874,510050.XSHG,510050,华夏上证50ETF,2018-07-30,2.591,2018-07-30,3.539,CNY,3.8598,0.017,0.6605,0.6597,26812,华夏基金
875,510050.XSHG,510050,华夏上证50ETF,2018-07-31,2.594,2018-07-31,3.542,CNY,3.8643,0.003,0.1158,0.1165,26812,华夏基金
876,510050.XSHG,510050,华夏上证50ETF,2018-08-01,2.539,2018-08-01,3.477,CNY,3.7823,-0.055,-2.1203,-2.122,26812,华夏基金
877,510050.XSHG,510050,华夏上证50ETF,2018-08-02,2.488,2018-08-02,3.417,CNY,3.7064,-0.051,-2.0087,-2.0068,26812,华夏基金
878,510050.XSHG,510050,华夏上证50ETF,2018-08-03,2.461,2018-08-03,3.385,CNY,3.6661,-0.027,-1.0852,-1.0874,26812,华夏基金
879,510050.XSHG,510050,华夏上证50ETF,2018-08-06,2.453,2018-08-06,3.375,CNY,3.6542,-0.008,-0.3251,-0.3246,26812,华夏基金
880,510050.XSHG,510050,华夏上证50ETF,2018-08-07,2.527,2018-08-07,3.463,CNY,3.7645,0.074,3.0167,3.0184,26812,华夏基金
881,510050.XSHG,510050,华夏上证50ETF,2018-08-08,2.495,2018-08-08,3.425,CNY,3.7168,-0.032,-1.2663,-1.2672,26812,华夏基金
882,510050.XSHG,510050,华夏上证50ETF,2018-08-09,2.554,2018-08-09,3.495,CNY,3.8047,0.059,2.3647,2.3649,26812,华夏基金
883,510050.XSHG,510050,华夏上证50ETF,2018-08-10,2.553,2018-08-10,3.494,CNY,3.8032,-0.001,-0.0392,-0.0395,26812,华夏基金
884,510050.XSHG,510050,华夏上证50ETF,2018-08-13,2.528,2018-08-13,3.464,CNY,3.7659,-0.025,-0.9792,-0.9808,26812,华夏基金
885,510050.XSHG,510050,华夏上证50ETF,2018-08-14,2.518,2018-08-14,3.452,CNY,3.7511,-0.01,-0.3956,-0.3931,26812,华夏基金
886,510050.XSHG,510050,华夏上证50ETF,2018-08-15,2.457,2018-08-15,3.38,CNY,3.6602,-0.061,-2.4226,-2.4233,26812,华夏基金
887,510050.XSHG,510050,华夏上证50ETF,2018-08-16,2.453,2018-08-16,3.375,CNY,3.6542,-0.004,-0.1628,-0.164,26812,华夏基金
888,510050.XSHG,510050,华夏上证50ETF,2018-08-17,2.422,2018-08-17,3.338,CNY,3.608,-0.031,-1.2638,-1.2643,26812,华夏基金
889,510050.XSHG,510050,华夏上证50ETF,2018-08-20,2.457,2018-08-20,3.38,CNY,3.6602,0.035,1.4451,1.4467,26812,华夏基金
890,510050.XSHG,510050,华夏上证50ETF,2018-08-21,2.501,2018-08-21,3.432,CNY,3.7257,0.044,1.7908,1.7895,26812,华夏基金
891,510050.XSHG,510050,华夏上证50ETF,2018-08-22,2.499,2018-08-22,3.43,CNY,3.7227,-0.002,-0.08,-0.0806,26812,华夏基金
892,510050.XSHG,510050,华夏上证50ETF,2018-08-23,2.51,2018-08-23,3.443,CNY,3.7391,0.011,0.4402,0.4405,26812,华夏基金
893,510050.XSHG,510050,华夏上证50ETF,2018-08-24,2.522,2018-08-24,3.457,CNY,3.757,0.012,0.4781,0.4787,26812,华夏基金
894,510050.XSHG,510050,华夏上证50ETF,2018-08-27,2.573,2018-08-27,3.517,CNY,3.833,0.051,2.0222,2.0228,26812,华夏基金
895,510050.XSHG,510050,华夏上证50ETF,2018-08-28,2.562,2018-08-28,3.504,CNY,3.8166,-0.011,-0.4275,-0.4279,26812,华夏基金
896,510050.XSHG,510050,华夏上证50ETF,2018-08-29,2.554,2018-08-29,3.495,CNY,3.8047,-0.008,-0.3123,-0.3118,26812,华夏基金
897,510050.XSHG,510050,华夏上证50ETF,2018-08-30,2.529,2018-08-30,3.465,CNY,3.7674,-0.025,-0.9789,-0.9804,26812,华夏基金
898,510050.XSHG,510050,华夏上证50ETF,2018-08-31,2.524,2018-08-31,3.459,CNY,3.76,-0.005,-0.1977,-0.1965,26812,华夏基金
899,510050.XSHG,510050,华夏上证50ETF,2018-09-03,2.515,2018-09-03,3.449,CNY,3.7466,-0.009,-0.3566,-0.3564,26812,华夏基金
900,510050.XSHG,510050,华夏上证50ETF,2018-09-04,2.55,2018-09-04,3.49,CNY,3.7987,0.035,1.3917,1.3905,26812,华夏基金
901,510050.XSHG,510050,华夏上证50ETF,2018-09-05,2.49,2018-09-05,3.419,CNY,3.7093,-0.06,-2.3529,-2.3535,26812,华夏基金
902,510050.XSHG,510050,华夏上证50ETF,2018-09-06,2.468,2018-09-06,3.393,CNY,3.6766,-0.022,-0.8835,-0.8816,26812,华夏基金
903,510050.XSHG,510050,华夏上证50ETF,2018-09-07,2.49,2018-09-07,3.419,CNY,3.7093,0.022,0.8914,0.8894,26812,华夏基金
904,510050.XSHG,510050,华夏上证50ETF,2018-09-10,2.465,2018-09-10,3.389,CNY,3.6721,-0.025,-1.004,-1.0029,26812,华夏基金
905,510050.XSHG,510050,华夏上证50ETF,2018-09-11,2.45,2018-09-11,3.372,CNY,3.6498,-0.015,-0.6085,-0.6073,26812,华夏基金
906,510050.XSHG,510050,华夏上证50ETF,2018-09-12,2.433,2018-09-12,3.351,CNY,3.6244,-0.017,-0.6939,-0.696,26812,华夏基金
907,510050.XSHG,510050,华夏上证50ETF,2018-09-13,2.468,2018-09-13,3.393,CNY,3.6766,0.035,1.4386,1.4402,26812,华夏基金
908,510050.XSHG,510050,华夏上证50ETF,2018-09-14,2.478,2018-09-14,3.405,CNY,3.6915,0.01,0.4052,0.4052,26812,华夏基金
909,510050.XSHG,510050,华夏上证50ETF,2018-09-17,2.452,2018-09-17,3.374,CNY,3.6527,-0.026,-1.0492,-1.0511,26812,华夏基金
910,510050.XSHG,510050,华夏上证50ETF,2018-09-18,2.512,2018-09-18,3.445,CNY,3.7421,0.06,2.447,2.4475,26812,华夏基金
911,510050.XSHG,510050,华夏上证50ETF,2018-09-19,2.541,2018-09-19,3.479,CNY,3.7853,0.029,1.1545,1.1544,26812,华夏基金
912,510050.XSHG,510050,华夏上证50ETF,2018-09-20,2.541,2018-09-20,3.479,CNY,3.7853,0.0,0.0,0.0,26812,华夏基金
913,510050.XSHG,510050,华夏上证50ETF,2018-09-21,2.629,2018-09-21,3.583,CNY,3.9164,0.088,3.4632,3.4633,26812,华夏基金
914,510050.XSHG,510050,华夏上证50ETF,2018-09-25,2.602,2018-09-25,3.552,CNY,3.8762,-0.027,-1.027,-1.0265,26812,华夏基金
915,510050.XSHG,510050,华夏上证50ETF,2018-09-26,2.638,2018-09-26,3.594,CNY,3.9298,0.036,1.3836,1.3827,26812,华夏基金
916,510050.XSHG,510050,华夏上证50ETF,2018-09-27,2.63,2018-09-27,3.585,CNY,3.9179,-0.008,-0.3033,-0.3029,26812,华夏基金
917,510050.XSHG,510050,华夏上证50ETF,2018-09-28,2.662,2018-09-28,3.623,CNY,3.9656,0.032,1.2167,1.2174,26812,华夏基金
918,510050.XSHG,510050,华夏上证50ETF,2018-10-08,2.539,2018-10-08,3.477,CNY,3.7823,-0.123,-4.6206,-4.6223,26812,华夏基金
919,510050.XSHG,510050,华夏上证50ETF,2018-10-09,2.544,2018-10-09,3.483,CNY,3.7898,0.005,0.1969,0.1982,26812,华夏基金
920,510050.XSHG,510050,华夏上证50ETF,2018-10-10,2.547,2018-10-10,3.486,CNY,3.7943,0.003,0.1179,0.1187,26812,华夏基金
921,510050.XSHG,510050,华夏上证50ETF,2018-10-11,2.441,2018-10-11,3.361,CNY,3.6363,-0.106,-4.1618,-4.1642,26812,华夏基金
922,510050.XSHG,510050,华夏上证50ETF,2018-10-12,2.496,2018-10-12,3.426,CNY,3.7183,0.055,2.2532,2.255,26812,华夏基金
923,510050.XSHG,510050,华夏上证50ETF,2018-10-15,2.464,2018-10-15,3.388,CNY,3.6706,-0.032,-1.2821,-1.2829,26812,华夏基金
924,510050.XSHG,510050,华夏上证50ETF,2018-10-16,2.467,2018-10-16,3.392,CNY,3.6751,0.003,0.1218,0.1225,26812,华夏基金
925,510050.XSHG,510050,华夏上证50ETF,2018-10-17,2.48,2018-10-17,3.407,CNY,3.6944,0.013,0.527,0.5251,26812,华夏基金
926,510050.XSHG,510050,华夏上证50ETF,2018-10-18,2.419,2018-10-18,3.335,CNY,3.6036,-0.061,-2.4597,-2.4578,26812,华夏基金
927,510050.XSHG,510050,华夏上证50ETF,2018-10-19,2.498,2018-10-19,3.428,CNY,3.7213,0.079,3.2658,3.2661,26812,华夏基金
928,510050.XSHG,510050,华夏上证50ETF,2018-10-22,2.593,2018-10-22,3.541,CNY,3.8628,0.095,3.803,3.8024,26812,华夏基金
929,510050.XSHG,510050,华夏上证50ETF,2018-10-23,2.516,2018-10-23,3.45,CNY,3.7481,-0.077,-2.9695,-2.9694,26812,华夏基金
930,510050.XSHG,510050,华夏上证50ETF,2018-10-24,2.528,2018-10-24,3.464,CNY,3.7659,0.012,0.4769,0.4749,26812,华夏基金
931,510050.XSHG,510050,华夏上证50ETF,2018-10-25,2.536,2018-10-25,3.473,CNY,3.7779,0.008,0.3165,0.3186,26812,华夏基金
932,510050.XSHG,510050,华夏上证50ETF,2018-10-26,2.519,2018-10-26,3.453,CNY,3.7525,-0.017,-0.6703,-0.6724,26812,华夏基金
933,510050.XSHG,510050,华夏上证50ETF,2018-10-29,2.438,2018-10-29,3.357,CNY,3.6319,-0.081,-3.2156,-3.2139,26812,华夏基金
934,510050.XSHG,510050,华夏上证50ETF,2018-10-30,2.464,2018-10-30,3.388,CNY,3.6706,0.026,1.0664,1.0655,26812,华夏基金
935,510050.XSHG,510050,华夏上证50ETF,2018-10-31,2.501,2018-10-31,3.432,CNY,3.7257,0.037,1.5016,1.5011,26812,华夏基金
936,510050.XSHG,510050,华夏上证50ETF,2018-11-01,2.51,2018-11-01,3.443,CNY,3.7391,0.009,0.3599,0.3596,26812,华夏基金
937,510050.XSHG,510050,华夏上证50ETF,2018-11-02,2.593,2018-11-02,3.541,CNY,3.8628,0.083,3.3068,3.3082,26812,华夏基金
938,510050.XSHG,510050,华夏上证50ETF,2018-11-05,2.561,2018-11-05,3.503,CNY,3.8151,-0.032,-1.2341,-1.2349,26812,华夏基金
939,510050.XSHG,510050,华夏上证50ETF,2018-11-06,2.549,2018-11-06,3.489,CNY,3.7972,-0.012,-0.4686,-0.4692,26812,华夏基金
940,510050.XSHG,510050,华夏上证50ETF,2018-11-07,2.532,2018-11-07,3.469,CNY,3.7719,-0.017,-0.6669,-0.6663,26812,华夏基金
941,510050.XSHG,510050,华夏上证50ETF,2018-11-08,2.535,2018-11-08,3.472,CNY,3.7764,0.003,0.1185,0.1193,26812,华夏基金
942,510050.XSHG,510050,华夏上证50ETF,2018-11-09,2.483,2018-11-09,3.411,CNY,3.6989,-0.052,-2.0513,-2.0523,26812,华夏基金
943,510050.XSHG,510050,华夏上证50ETF,2018-11-12,2.494,2018-11-12,3.424,CNY,3.7153,0.011,0.443,0.4433,26812,华夏基金
944,510050.XSHG,510050,华夏上证50ETF,2018-11-13,2.512,2018-11-13,3.445,CNY,3.7421,0.018,0.7217,0.7213,26812,华夏基金
945,510050.XSHG,510050,华夏上证50ETF,2018-11-14,2.478,2018-11-14,3.405,CNY,3.6915,-0.034,-1.3535,-1.3522,26812,华夏基金
946,510050.XSHG,510050,华夏上证50ETF,2018-11-15,2.508,2018-11-15,3.44,CNY,3.7362,0.03,1.2107,1.2108,26812,华夏基金
947,510050.XSHG,510050,华夏上证50ETF,2018-11-16,2.511,2018-11-16,3.444,CNY,3.7406,0.003,0.1196,0.1177,26812,华夏基金
948,510050.XSHG,510050,华夏上证50ETF,2018-11-19,2.541,2018-11-19,3.479,CNY,3.7853,0.03,1.1947,1.1949,26812,华夏基金
949,510050.XSHG,510050,华夏上证50ETF,2018-11-20,2.495,2018-11-20,3.425,CNY,3.7168,-0.046,-1.8103,-1.8097,26812,华夏基金
950,510050.XSHG,510050,华夏上证50ETF,2018-11-21,2.5,2018-11-21,3.431,CNY,3.7242,0.005,0.2004,0.199,26812,华夏基金
951,510050.XSHG,510050,华夏上证50ETF,2018-11-22,2.486,2018-11-22,3.414,CNY,3.7034,-0.014,-0.56,-0.5586,26812,华夏基金
952,510050.XSHG,510050,华夏上证50ETF,2018-11-23,2.447,2018-11-23,3.368,CNY,3.6453,-0.039,-1.5688,-1.5689,26812,华夏基金
953,510050.XSHG,510050,华夏上证50ETF,2018-11-26,2.449,2018-11-26,3.37,CNY,3.6483,0.002,0.0817,0.0822,26812,华夏基金
954,510050.XSHG,510050,华夏上证50ETF,2018-11-27,2.441,2018-11-27,3.361,CNY,3.6363,-0.008,-0.3267,-0.329,26812,华夏基金
955,510050.XSHG,510050,华夏上证50ETF,2018-11-28,2.469,2018-11-28,3.394,CNY,3.6781,0.028,1.1471,1.1495,26812,华夏基金
956,510050.XSHG,510050,华夏上证50ETF,2018-11-29,2.449,2018-11-29,3.37,CNY,3.6483,-0.02,-0.81,-0.8103,26812,华夏基金
957,510050.XSHG,510050,华夏上证50ETF,2018-11-30,2.475,2018-11-30,3.401,CNY,3.687,0.026,1.0617,1.0607,26812,华夏基金
958,510050.XSHG,510050,华夏上证50ETF,2018-12-03,2.486,2018-12-03,3.472,CNY,3.7782,0.011,0.4444,2.4735,26812,华夏基金
959,510050.XSHG,510050,华夏上证50ETF,2018-12-04,2.494,2018-12-04,3.482,CNY,3.7903,0.008,0.3218,0.3202,26812,华夏基金
960,510050.XSHG,510050,华夏上证50ETF,2018-12-05,2.479,2018-12-05,3.464,CNY,3.7675,-0.015,-0.6014,-0.6016,26812,华夏基金
961,510050.XSHG,510050,华夏上证50ETF,2018-12-06,2.432,2018-12-06,3.408,CNY,3.6961,-0.047,-1.8959,-1.8952,26812,华夏基金
962,510050.XSHG,510050,华夏上证50ETF,2018-12-07,2.428,2018-12-07,3.404,CNY,3.69,-0.004,-0.1645,-0.1651,26812,华夏基金
963,510050.XSHG,510050,华夏上证50ETF,2018-12-10,2.406,2018-12-10,3.377,CNY,3.6566,-0.022,-0.9061,-0.9052,26812,华夏基金
964,510050.XSHG,510050,华夏上证50ETF,2018-12-11,2.413,2018-12-11,3.386,CNY,3.6672,0.007,0.2909,0.2898,26812,华夏基金
965,510050.XSHG,510050,华夏上证50ETF,2018-12-12,2.421,2018-12-12,3.395,CNY,3.6794,0.008,0.3315,0.3326,26812,华夏基金
966,510050.XSHG,510050,华夏上证50ETF,2018-12-13,2.455,2018-12-13,3.436,CNY,3.7311,0.034,1.4044,1.4051,26812,华夏基金
967,510050.XSHG,510050,华夏上证50ETF,2018-12-14,2.42,2018-12-14,3.394,CNY,3.6779,-0.035,-1.4257,-1.4259,26812,华夏基金
968,510050.XSHG,510050,华夏上证50ETF,2018-12-17,2.422,2018-12-17,3.396,CNY,3.6809,0.002,0.0826,0.0815,26812,华夏基金
969,510050.XSHG,510050,华夏上证50ETF,2018-12-18,2.394,2018-12-18,3.363,CNY,3.6384,-0.028,-1.1561,-1.1547,26812,华夏基金
970,510050.XSHG,510050,华夏上证50ETF,2018-12-19,2.366,2018-12-19,3.33,CNY,3.5958,-0.028,-1.1696,-1.1709,26812,华夏基金
971,510050.XSHG,510050,华夏上证50ETF,2018-12-20,2.331,2018-12-20,3.289,CNY,3.5426,-0.035,-1.4793,-1.4796,26812,华夏基金
972,510050.XSHG,510050,华夏上证50ETF,2018-12-21,2.303,2018-12-21,3.256,CNY,3.5001,-0.028,-1.2012,-1.1997,26812,华夏基金
973,510050.XSHG,510050,华夏上证50ETF,2018-12-24,2.306,2018-12-24,3.259,CNY,3.5046,0.003,0.1303,0.1285,26812,华夏基金
974,510050.XSHG,510050,华夏上证50ETF,2018-12-25,2.294,2018-12-25,3.245,CNY,3.4864,-0.012,-0.5204,-0.5194,26812,华夏基金
975,510050.XSHG,510050,华夏上证50ETF,2018-12-26,2.278,2018-12-26,3.226,CNY,3.4621,-0.016,-0.6975,-0.697,26812,华夏基金
976,510050.XSHG,510050,华夏上证50ETF,2018-12-27,2.272,2018-12-27,3.219,CNY,3.4529,-0.006,-0.2634,-0.2658,26812,华夏基金
977,510050.XSHG,510050,华夏上证50ETF,2018-12-28,2.289,2018-12-28,3.239,CNY,3.4788,0.017,0.7482,0.75,26812,华夏基金
978,510050.XSHG,510050,华夏上证50ETF,2018-12-31,2.289,2019-01-01,3.239,CNY,3.4788,0.0,0.0,0.0,26812,华夏基金
979,510050.XSHG,510050,华夏上证50ETF,2019-01-02,2.259,2019-01-02,3.203,CNY,3.4332,-0.03,-1.3106,-1.3108,26812,华夏基金
980,510050.XSHG,510050,华夏上证50ETF,2019-01-03,2.265,2019-01-03,3.211,CNY,3.4423,0.006,0.2656,0.265,26812,华夏基金
981,510050.XSHG,510050,华夏上证50ETF,2019-01-04,2.31,2019-01-04,3.264,CNY,3.5107,0.045,1.9868,1.987,26812,华夏基金
982,510050.XSHG,510050,华夏上证50ETF,2019-01-07,2.309,2019-01-07,3.263,CNY,3.5092,-0.001,-0.0433,-0.0428,26812,华夏基金
983,510050.XSHG,510050,华夏上证50ETF,2019-01-08,2.3,2019-01-08,3.252,CNY,3.4955,-0.009,-0.3898,-0.3905,26812,华夏基金
984,510050.XSHG,510050,华夏上证50ETF,2019-01-09,2.328,2019-01-09,3.285,CNY,3.5381,0.028,1.2174,1.2187,26812,华夏基金
985,510050.XSHG,510050,华夏上证50ETF,2019-01-10,2.327,2019-01-10,3.284,CNY,3.5365,-0.001,-0.043,-0.0453,26812,华夏基金
986,510050.XSHG,510050,华夏上证50ETF,2019-01-11,2.349,2019-01-11,3.31,CNY,3.57,0.022,0.9454,0.9472,26812,华夏基金
987,510050.XSHG,510050,华夏上证50ETF,2019-01-14,2.326,2019-01-14,3.283,CNY,3.535,-0.023,-0.9791,-0.9804,26812,华夏基金
988,510050.XSHG,510050,华夏上证50ETF,2019-01-15,2.373,2019-01-15,3.338,CNY,3.6064,0.047,2.0206,2.0198,26812,华夏基金
989,510050.XSHG,510050,华夏上证50ETF,2019-01-16,2.376,2019-01-16,3.342,CNY,3.611,0.003,0.1264,0.1275,26812,华夏基金
990,510050.XSHG,510050,华夏上证50ETF,2019-01-17,2.366,2019-01-17,3.33,CNY,3.5958,-0.01,-0.4209,-0.421,26812,华夏基金
991,510050.XSHG,510050,华夏上证50ETF,2019-01-18,2.412,2019-01-18,3.385,CNY,3.6657,0.046,1.9442,1.9439,26812,华夏基金
992,510050.XSHG,510050,华夏上证50ETF,2019-01-21,2.426,2019-01-21,3.401,CNY,3.687,0.014,0.5804,0.581,26812,华夏基金
993,510050.XSHG,510050,华夏上证50ETF,2019-01-22,2.395,2019-01-22,3.364,CNY,3.6399,-0.031,-1.2778,-1.2775,26812,华夏基金
994,510050.XSHG,510050,华夏上证50ETF,2019-01-23,2.391,2019-01-23,3.36,CNY,3.6338,-0.004,-0.167,-0.1676,26812,华夏基金
995,510050.XSHG,510050,华夏上证50ETF,2019-01-24,2.405,2019-01-24,3.376,CNY,3.6551,0.014,0.5855,0.5861,26812,华夏基金
996,510050.XSHG,510050,华夏上证50ETF,2019-01-25,2.435,2019-01-25,3.412,CNY,3.7007,0.03,1.2474,1.2475,26812,华夏基金
997,510050.XSHG,510050,华夏上证50ETF,2019-01-28,2.43,2019-01-28,3.406,CNY,3.6931,-0.005,-0.2053,-0.2054,26812,华夏基金
998,510050.XSHG,510050,华夏上证50ETF,2019-01-29,2.449,2019-01-29,3.428,CNY,3.7219,0.019,0.7819,0.7798,26812,华夏基金
999,510050.XSHG,510050,华夏上证50ETF,2019-01-30,2.433,2019-01-30,3.409,CNY,3.6976,-0.016,-0.6533,-0.6529,26812,华夏基金
1000,510050.XSHG,510050,华夏上证50ETF,2019-01-31,2.476,2019-01-31,3.46,CNY,3.763,0.043,1.7674,1.7687,26812,华夏基金
1001,510050.XSHG,510050,华夏上证50ETF,2019-02-01,2.492,2019-02-01,3.479,CNY,3.7873,0.016,0.6462,0.6457,26812,华夏基金
1002,510050.XSHG,510050,华夏上证50ETF,2019-02-11,2.52,2019-02-11,3.512,CNY,3.8299,0.028,1.1236,1.1248,26812,华夏基金
1003,510050.XSHG,510050,华夏上证50ETF,2019-02-12,2.525,2019-02-12,3.518,CNY,3.8375,0.005,0.1984,0.1984,26812,华夏基金
1004,510050.XSHG,510050,华夏上证50ETF,2019-02-13,2.572,2019-02-13,3.574,CNY,3.9089,0.047,1.8614,1.8605,26812,华夏基金
1005,510050.XSHG,510050,华夏上证50ETF,2019-02-14,2.568,2019-02-14,3.569,CNY,3.9028,-0.004,-0.1555,-0.1561,26812,华夏基金
1006,510050.XSHG,510050,华夏上证50ETF,2019-02-15,2.51,2019-02-15,3.501,CNY,3.8147,-0.058,-2.2586,-2.2574,26812,华夏基金
1007,510050.XSHG,510050,华夏上证50ETF,2019-02-18,2.575,2019-02-18,3.578,CNY,3.9134,0.065,2.5896,2.5873,26812,华夏基金
1008,510050.XSHG,510050,华夏上证50ETF,2019-02-19,2.571,2019-02-19,3.573,CNY,3.9074,-0.004,-0.1553,-0.1534,26812,华夏基金
1009,510050.XSHG,510050,华夏上证50ETF,2019-02-20,2.58,2019-02-20,3.583,CNY,3.921,0.009,0.3501,0.348,26812,华夏基金
1010,510050.XSHG,510050,华夏上证50ETF,2019-02-21,2.569,2019-02-21,3.57,CNY,3.9043,-0.011,-0.4264,-0.426,26812,华夏基金
1011,510050.XSHG,510050,华夏上证50ETF,2019-02-22,2.614,2019-02-22,3.624,CNY,3.9727,0.045,1.7517,1.7519,26812,华夏基金
1012,510050.XSHG,510050,华夏上证50ETF,2019-02-25,2.777,2019-02-25,3.817,CNY,4.2204,0.163,6.2357,6.235,26812,华夏基金
1013,510050.XSHG,510050,华夏上证50ETF,2019-02-26,2.724,2019-02-26,3.754,CNY,4.1399,-0.053,-1.9085,-1.9075,26812,华夏基金
1014,510050.XSHG,510050,华夏上证50ETF,2019-02-27,2.74,2019-02-27,3.773,CNY,4.1642,0.016,0.5874,0.5869,26812,华夏基金
1015,510050.XSHG,510050,华夏上证50ETF,2019-02-28,2.734,2019-02-28,3.766,CNY,4.1551,-0.006,-0.219,-0.2186,26812,华夏基金
1016,510050.XSHG,510050,华夏上证50ETF,2019-03-01,2.805,2019-03-01,3.85,CNY,4.263,0.071,2.5969,2.5968,26812,华夏基金
1017,510050.XSHG,510050,华夏上证50ETF,2019-03-04,2.818,2019-03-04,3.865,CNY,4.2827,0.013,0.4635,0.4621,26812,华夏基金
1018,510050.XSHG,510050,华夏上证50ETF,2019-03-05,2.814,2019-03-05,3.861,CNY,4.2767,-0.004,-0.1419,-0.1401,26812,华夏基金
1019,510050.XSHG,510050,华夏上证50ETF,2019-03-06,2.825,2019-03-06,3.874,CNY,4.2934,0.011,0.3909,0.3904,26812,华夏基金
1020,510050.XSHG,510050,华夏上证50ETF,2019-03-07,2.775,2019-03-07,3.814,CNY,4.2174,-0.05,-1.7699,-1.7702,26812,华夏基金
1021,510050.XSHG,510050,华夏上证50ETF,2019-03-08,2.672,2019-03-08,3.692,CNY,4.0609,-0.103,-3.7117,-3.7109,26812,华夏基金
1022,510050.XSHG,510050,华夏上证50ETF,2019-03-11,2.694,2019-03-11,3.718,CNY,4.0943,0.022,0.8234,0.8224,26812,华夏基金
1023,510050.XSHG,510050,华夏上证50ETF,2019-03-12,2.706,2019-03-12,3.733,CNY,4.1125,0.012,0.4454,0.4445,26812,华夏基金
1024,510050.XSHG,510050,华夏上证50ETF,2019-03-13,2.71,2019-03-13,3.737,CNY,4.1186,0.004,0.1478,0.1483,26812,华夏基金
1025,510050.XSHG,510050,华夏上证50ETF,2019-03-14,2.715,2019-03-14,3.743,CNY,4.1262,0.005,0.1845,0.1845,26812,华夏基金
1026,510050.XSHG,510050,华夏上证50ETF,2019-03-15,2.741,2019-03-15,3.774,CNY,4.1657,0.026,0.9576,0.9572,26812,华夏基金
1027,510050.XSHG,510050,华夏上证50ETF,2019-03-18,2.81,2019-03-18,3.856,CNY,4.2706,0.069,2.5173,2.5181,26812,华夏基金
1028,510050.XSHG,510050,华夏上证50ETF,2019-03-19,2.792,2019-03-19,3.834,CNY,4.2432,-0.018,-0.6406,-0.6416,26812,华夏基金
